# id:11--11-11-0 
0.92,-0.67,-1
-0.36,0.31,1
0.62,0.14,-1
0.44,-0.71,-1
0.12,-0.65,-1
-0.51,-0.95,-1
0.13,0.65,1
0.38,-1,-1
0.52,-0.77,-1
0.49,-0.44,-1
0.53,0.87,1
-0.52,0.2,-1
0.07,0.1,-1
-0.97,0.02,-1
-0.05,0.83,1
-0.74,-0.76,-1
0.09,-0.93,-1
-1,0.85,-1
-0.89,0.36,-1
-0.85,0.13,-1
-0.99,0.02,-1
0.44,-0.84,-1
-0.63,0.04,-1
-0.9,0.47,-1
-0.64,0.18,-1
-0.22,0.42,1
-0.3,0.18,-1
-0.89,0.23,-1
-0.53,0.04,-1
0.54,0.06,-1
0.92,0.4,-1
-0.86,-0.04,-1
0.33,0.99,1
-0.85,0.89,1
0.05,-0.45,-1
0.31,0.52,1
0.81,0.23,-1
-0.66,0.24,-1
-0.13,0.53,1
-0.89,0.25,-1
0.12,0.01,-1
-0.42,0.88,1
0.2,0.72,1
0.94,-0.71,-1
0.9,0.05,-1
-0.24,-0.36,-1
0.45,0.84,1
0.75,-0.88,-1
-0.03,-0.53,-1
-0.78,0.92,1
-0.73,-0.26,-1
0.69,0.94,1
0.16,-0.62,-1
-0.07,0.34,1
0.27,-0.85,-1
0.84,0.82,1
0.87,0.73,1
-0.27,-0.81,-1
-0.67,-0.75,-1
0.03,-0.06,-1
0.48,-0.08,-1
-0.57,0.18,-1
-0.98,-0.98,-1
-0.52,0.48,1
-0.95,-0.05,-1
-0.3,-0.91,-1
-0.66,-0.5,-1
0.1,-0.77,-1
0.91,0.03,-1
0.41,-0.14,-1
-0.15,0.39,1
0.81,-0.28,-1
-0.05,0.36,1
0.08,-0.82,-1
0.24,0.53,1
0.38,-0.67,-1
-0.54,-0.02,-1
-0.39,0.05,-1
0.28,0.63,1
-0.92,-0.27,-1
-0.58,0.12,-1
0.11,-0.08,-1
0.79,-0.21,-1
-0.04,-0.5,-1
0.09,0.04,1
-0.15,0.2,1
-0.26,0.62,1
0.91,-0.88,-1
0.67,0.94,1
-0.2,-0.13,-1
0.43,-0.77,-1
0.37,-0.55,-1
-0.64,0.05,-1
-0.65,-0.38,-1
0.5,0.28,1
-0.53,0.57,1
0.94,-0.95,-1
-0.16,0.04,1
-0.93,-0.99,-1
-0.24,-0.09,-1
0.92,-0.58,-1
-0.18,-0.31,-1
-0.64,-0.93,-1
-0.25,-0.95,-1
0.52,-0.26,-1
-0.83,-0.78,-1
-0.22,0.99,1
0.95,0.66,-1
0.26,0.8,1
-0.31,0.63,1
-0.14,1,1
0.38,-0.54,-1
-0.52,-0.52,-1
0.93,0.79,-1
-0.73,-0.97,-1
-0.48,-0.53,-1
0.34,-0.29,-1
0.39,0.91,1
-0.88,0.25,-1
-0.4,0.58,1
0.66,0.58,1
0.31,0.21,1
0.52,0.58,1
-0.93,0.85,-1
-0.59,0.62,1
0.5,0.27,1
-0.53,0.93,1
-0.01,-0.15,-1
-0.55,0.65,1
-0.05,0.27,1
-0.75,0.97,1
-0.27,-0.81,-1
-0.47,-0.88,-1
0.06,0.69,1
0.01,0.2,1
-0.78,0.09,-1
0.5,-0.44,-1
0.94,-0.65,-1
0.1,-0.98,-1
-0.61,0.86,1
0.08,-0.6,-1
0.23,0.56,1
0.57,-0.15,-1
-0.57,-0.21,-1
-0.6,-0.46,-1
-0.85,-0.41,-1
0.13,-0.1,-1
-0.45,-0.81,-1
0.03,0.81,1
0.16,0.83,1
0.23,0.98,1
0.73,0.45,1
-0.4,-0.93,-1
-0.35,-0.68,-1
0.24,0.13,1
-0.52,-0.68,-1
-0.75,0.33,-1
0.51,-0.3,-1
-0.8,-0.75,-1
0.72,-0.34,-1
-0.29,0.67,1
-0.06,0.54,1
0.5,0.14,-1
-0.89,-0.87,-1
-0.04,-0.17,-1
-0.16,0.15,1
-0.45,0.71,1
-0.05,0.84,1
0.49,-0.97,-1
-0.83,0.43,-1
-0.61,-0.21,-1
0.62,-0.2,-1
0.3,0.97,1
-0.46,0.96,1
-0.85,-0.18,-1
-0.88,-0.36,-1
0.52,0.95,1
0.97,0.72,-1
-0.25,0.78,1
0.15,0.53,1
-0.73,-0.19,-1
-0.7,0.22,-1
0.6,-0.62,-1
-0.53,0.03,-1
0.06,0.45,1
0.45,0.82,1
0.47,-0.09,-1
0.79,-0.03,-1
-0.62,0.82,1
-0.38,-0.68,-1
-0.46,-0.58,-1
-0.13,-0.24,-1
-0.25,0.76,1
0.04,0.1,-1
-0.33,0.09,1
-0.98,0.87,-1
-0.56,0.28,1
0.15,0.2,1
-0.51,-0.36,-1
0.79,-0.05,-1
0.53,0.84,1
0.93,0.59,-1
-0.7,-0.53,-1
-0.04,-0.16,-1
0.6,0.32,-1
-0.41,-0.17,-1
0.27,0.79,1
-0.42,-0.74,-1
-0.64,-0.83,-1
0.23,-0.46,-1
0.71,-0.05,-1
-0.8,-0.66,-1
0.85,0.66,1
-0.42,0.04,-1
-0.02,-0.68,-1
0.9,0.25,-1
0.32,-0.65,-1
-0.48,0.38,1
0.53,-0.48,-1
-0.39,-0.95,-1
-0.73,0.42,-1
0.37,-0.7,-1
0.18,-0.24,-1
-0.06,-0.64,-1
-0.59,0.02,-1
-0.28,-0.85,-1
0.58,0.72,1
-0.46,-0.24,-1
0.09,-0.82,-1
-0.6,0.74,1
-0.62,0.65,1
0,-0.15,-1
-0.82,-0.43,-1
-0.58,-0.06,-1
0.96,-0.57,-1
-0.86,-0.24,-1
-0.2,0.12,1
0.23,-0.6,-1
-0.87,0.98,1
0.29,0.37,1
-0.17,-0.05,1
0,0.12,1
0.4,-0.12,-1
-0.85,0.14,-1
-0.05,0.8,1
-0.9,0.84,-1
0.5,0.14,-1
0.84,0.55,-1
-0.18,-0.17,-1
-0.22,0.96,1
0.06,-0.49,-1
0.54,-0.09,-1
-0.26,0.92,1
0.56,-0.47,-1
-0.87,-0.88,-1
0.14,0.15,1
0.13,0.11,-1
-0.82,-0.91,-1
0.48,-0.12,-1
-0.75,0.8,1
-0.61,-0.25,-1
-0.24,0.83,1
-0.23,-0.51,-1
-0.39,0.98,1
-0.93,-0.72,-1
-0.06,-0.49,-1
0.53,-0.72,-1
0.41,-0.52,-1
-0.33,0.64,1
-0.09,0.63,1
0.13,-0.17,-1
-0.61,0.05,-1
0.87,0.39,-1
0.25,0.28,1
-0.35,-0.01,-1
0.92,-0.15,-1
0.18,-0.08,-1
0.48,-0.96,-1
-0.31,-0.23,-1
0.58,0.76,1
-0.59,0.47,1
0.82,0.45,-1
-0.85,0.84,1
0.79,-0.54,-1
-0.73,0.56,-1
0.04,0.92,1
0.61,-0.49,-1
0.07,0.21,1
0.09,0.7,1
0.41,-0.97,-1
-0.97,-0.47,-1
-0.36,0.38,1
0.43,0.49,1
-0.04,0.54,1
-0.08,-0.66,-1
-0.97,-0.03,-1
-0.84,-0.53,-1
-0.39,0.66,1
0.5,-0.28,-1
-0.64,-0.22,-1
0.27,0.68,1
0.64,-0.27,-1
0.53,-0.85,-1
0.18,-0.85,-1
-0.6,-0.55,-1
0.65,-0.89,-1
-0.83,0.36,-1
-0.49,-0.09,-1
-0.12,-0.26,-1
-0.25,-0.36,-1
-0.78,-0.54,-1
0.51,-0.79,-1
0.67,0.87,1
-0.06,0.35,1
-0.01,-0.6,-1
0.98,-0.63,-1
0.09,0.57,1
-0.75,0.81,1
-0.97,-0.5,-1
-0.79,-0.89,-1
0.68,-0.86,-1
-0.72,0.43,-1
-0.53,-0.87,-1
-0.81,0.3,-1
0.46,0.42,1
0.37,0.26,1
-0.22,0.97,1
0.11,-0.47,-1
-0.21,-0.58,-1
-0.81,0.44,-1
-0.41,0.86,1
-0.61,-0.5,-1
-0.71,-0.75,-1
0.76,0.91,1
0.77,0.07,-1
0.67,-0.64,-1
0.59,0.62,1
-0.37,-0.88,-1
0.52,0.23,-1
-0.65,-0.4,-1
0.69,0.12,-1
-0.49,0.29,1
0.83,0.97,1
0.86,0.98,1
0.33,0.82,1
0.26,-0.93,-1
-0.71,0.81,1
0.71,-0.65,-1
-0.74,-0.14,-1
0.01,0.86,1
0.55,0.43,1
-0.85,0.58,-1
0.46,0.02,-1
0.22,0.46,1
0.29,0.88,1
0.43,0.12,-1
0.34,0.34,1
-0.31,-0.53,-1
-0.14,-0.37,-1
-0.76,-0.97,-1
-0.38,0.67,1
0.24,-0.97,-1
-0.52,-0.46,-1
-0.43,-0.45,-1
0.33,0.55,1
0.76,-0.79,-1
-0.83,0.03,-1
-0.74,0.78,1
-0.15,0.67,1
0.95,-0.02,-1
-0.3,-0.5,-1
0.84,-0.28,-1
0.67,0.73,1
-0.92,0.62,-1
0.8,0.01,-1
-0.64,-0.65,-1
-0.84,-0.6,-1
0.11,0.07,-1
0.2,0.93,1
-0.23,-0.06,-1
0.15,0.68,1
-0.86,0.39,-1
0.97,0.08,-1
-0.75,-0.78,-1
0.94,-0.27,-1
-0.84,0.63,1
-0.74,-0.19,-1
0.85,0.53,-1
-0.93,0.77,1
-0.52,-0.86,-1
0.58,0.86,1
-0.9,0.54,-1
-0.47,-0.14,-1
-0.1,0.05,1
-0.52,-0.37,-1
0.26,0.81,1
-0.41,-0.34,-1
0.01,-0.97,-1
0.59,-0.61,-1
0.12,0.34,1
-0.69,0.13,-1
-0.2,-0.29,-1
-0.83,-0.9,-1
-0.84,-0.58,-1
-0.57,0.61,1
0.13,-1,-1
-0.81,0.42,-1
-0.67,-0.74,-1
0.2,-0.82,-1
0.48,0.1,-1
-0.59,-0.42,-1
-0.69,-0.77,-1
0.4,-0.78,-1
0.08,0.93,1
-0.39,-0.49,-1
0.49,-0.48,-1
0.4,0.17,-1
-0.7,0.07,-1
0.23,0.86,1
-0.93,0.42,-1
0.88,0.5,-1
-0.86,-0.85,-1
-0.21,-0.27,-1
-0.71,0.24,-1
0.45,-0.82,-1
-0.87,0.7,-1
-0.4,-0.95,-1
0.28,0.13,-1
-0.14,0.41,1
0.33,-0.84,-1
0.06,0.21,1
-0.08,0.83,1
-0.96,-0.75,-1
-0.91,-0.14,-1
0.64,-0.83,-1
0.15,0.96,1
0.2,-0.47,-1
-0.8,0.15,-1
-0.58,-0.65,-1
0.82,0.94,1
-0.32,0.28,1
-0.36,-0.16,-1
0.62,0.07,-1
-0.89,-0.57,-1
-0.5,0.26,1
-0.82,-0.12,-1
-0.07,0.78,1
0.34,-0.61,-1
0.26,0.3,1
-0.13,0.39,1
0.43,-0.57,-1
0.99,-0.63,-1
0.22,0.26,1
0.46,0.48,1
-0.1,-0.89,-1
-0.27,-0.29,-1
0.89,0.2,-1
-0.02,-0.36,-1
0.49,-0.4,-1
-0.74,-0.65,-1
-0.23,0.22,1
0.27,-0.08,-1
-0.38,0.92,1
0.28,0.47,1
-0.55,0.14,-1
-0.11,0.21,1
-0.7,0.9,1
0.19,0.12,1
0.84,-0.91,-1
-0.25,-0.74,-1
-0.64,0.5,1
0.33,-0.05,-1
0.08,-0.03,-1
-0.52,-0.52,-1
0.72,0.1,-1
0.4,0.62,1
0.34,0.66,1
-0.42,0.62,1
0.03,0.95,1
0.35,-0.96,-1
0.24,-0.45,-1
0.63,0.78,1
0.18,-0.65,-1
0.16,0.87,1
0.18,-0.42,-1
-0.66,0.81,1
-0.38,-0.86,-1
-0.85,-0.57,-1
0.1,-0.43,-1
-0.7,0.28,-1
0.38,0.4,1
-0.39,0.36,1
-0.81,-0.8,-1
-0.13,0.96,1
0.83,0.11,-1
-0.95,0.97,-1
0.56,0.29,-1
0.12,0.55,1
-0.82,0.81,1
-0.9,0.89,1
0.05,0.12,1
-0.77,0.96,1
0.24,-0.62,-1
-0.16,-0.45,-1
-0.32,-0.1,-1
-0.37,-0.02,-1
-0.23,-0.66,-1
0.23,-0.86,-1
-0.48,0.53,1
-0.88,-0.55,-1
-0.9,-0.26,-1
0.62,-0.21,-1
-0.84,0.94,1
-0.83,-0.44,-1
0.22,-0.84,-1
-0.53,-0.95,-1
0.02,-0.45,-1
0.98,-0.34,-1
-0.42,0.76,1
-0.14,-0.88,-1
0.79,0.92,1
-0.56,0.97,1
0.15,-0.96,-1
-0.65,0.35,-1
0.05,0.06,-1
-0.46,-0.08,-1
1,0.97,-1
-0.56,0.41,-1
-0.25,0.53,1
-0.91,-0.1,-1
0.2,0.29,1
-0.69,-0.73,-1
-0.98,-0.97,-1
-0.14,-0.8,-1
0.39,-0.04,-1
0.39,-0.08,-1
0.3,0.51,1
0.34,0.21,1
0.81,0.13,-1
-0.63,-0.16,-1
-0.15,-0.37,-1
0.7,-0.46,-1
0.4,0.76,1
-0.1,0.27,1
0.59,0.72,1
-0.58,0.68,1
-0.97,0.08,-1
-0.69,-0.15,-1
-0.14,-0.91,-1
0.8,-0.12,-1
-0.1,-0.88,-1
-0.44,1,1
-0.83,0.31,-1
0.07,-0.99,-1
-0.5,-0.54,-1
-0.7,-0.77,-1
-0.53,0.09,-1
0.01,0.14,1
0.38,-0.89,-1
0.26,-0.38,-1
-0.51,-0.79,-1
-0.88,-0.95,-1
0,-0.49,-1
-0.63,-0.64,-1
0.21,-0.77,-1
0.45,-0.74,-1
-0.93,-0.96,-1
0.67,0.96,1
-0.54,0.72,1
-0.54,-0.53,-1
0.77,-0.92,-1
-0.29,-0.68,-1
-0.71,-0.2,-1
0.41,0.14,-1
0.88,-0.72,-1
0.42,-0.58,-1
0.46,-0.1,-1
-0.13,0.65,1
0.57,0.74,1
-0.12,0.54,1
0.79,0.34,-1
-0.96,0.15,-1
0.25,0.88,1
-0.79,0.53,-1
0.9,-0.9,-1
0.44,0.03,-1
0.09,0.01,1
0.01,-0.72,-1
0.08,0.3,1
0.33,-0.73,-1
0.74,-0.81,-1
-0.96,0.84,-1
-0.51,-0.16,-1
-0.59,-0.11,-1
-0.58,0.19,-1
-0.49,-0.14,-1
-0.24,-0.07,-1
0.47,0.4,1
0.34,-0.94,-1
0.5,0.7,1
-0.69,0.9,1
0.75,0.72,1
-0.69,0.28,-1
-0.3,0.23,1
-0.97,-0.01,-1
0.23,-0.4,-1
-0.77,-0.43,-1
0.81,0.71,-1
0.25,-0.68,-1
0.56,0.57,1
0.59,-0.54,-1
0.66,-0.41,-1
0.41,0.51,1
0.26,0.27,1
0.17,-0.5,-1
0.9,-0.94,-1
-0.53,0.85,1
-0.3,0.11,1
-0.54,0.2,-1
0.79,0.39,-1
-0.71,0.95,1
-0.01,0.36,1
0.06,-0.09,1
0.08,0.84,1
-0.9,0.62,-1
0.68,0.31,-1
-0.36,0.07,-1
0.43,0.17,1
0.43,-0.64,-1
-0.91,-0.04,-1
0.73,-0.51,-1
-0.13,-0.28,-1
-0.65,0.12,-1
0.88,-0.89,-1
0.86,-0.52,-1
-0.77,0.32,-1
-0.54,-0.93,-1
0.71,-0.36,-1
-0.41,0.82,1
-0.06,-0.45,-1
-0.97,-0.22,-1
-0.54,0.21,-1
-0.65,-0.88,-1
-0.29,0.38,1
-0.52,0.05,-1
0.95,0.17,-1
-0.51,0.35,1
0.76,-0.95,-1
0.93,-0.76,-1
-0.12,-0.25,-1
-0.43,-0.87,-1
0.88,-0.62,-1
-0.15,-0.92,-1
0.92,-0.35,-1
0.8,0.56,-1
-0.35,0.28,1
-0.13,0.15,1
-0.78,-0.23,-1
0.37,-0.04,-1
-0.62,0.26,-1
-0.71,-0.07,-1
0.58,-0.58,-1
-0.49,0.17,-1
-0.24,0.07,-1
-0.63,0.46,1
-0.3,-0.01,1
0.09,0.64,1
-0.43,0.81,1
0.4,0.81,1
-0.32,0.05,1
-0.15,-0.75,-1
0.01,0.63,1
0.18,0.49,1
0.01,0.99,1
-0.28,0.05,-1
0.55,-0.38,-1
0.7,-0.98,-1
0.82,0.39,-1
0.54,0.55,1
-0.19,-0.12,-1
0.35,-0.63,-1
0.93,-0.84,-1
-0.09,-0.95,-1
0.57,0.85,1
-0.34,0.59,1
-0.53,-0.05,-1
-0.81,0.13,-1
0.22,0.44,1
-0.8,0.87,1
-0.95,0.14,-1
0.55,0.56,1
0.11,0.9,1
0.91,0.22,-1
-0.2,-0.62,-1
-0.5,-0.91,-1
0.14,0.7,1
0.45,-0.24,-1
-0.01,-0.79,-1
0.26,-0.36,-1
-0.73,-0.86,-1
0.16,0.44,1
-0.76,0.08,-1
0.73,-0.58,-1
-0.16,-0.19,-1
-0.65,0.71,1
-0.32,0.86,1
-0.67,-0.18,-1
-0.08,-0.03,-1
-0.34,-0.03,-1
0.31,-0.07,-1
0.24,-0.19,-1
-0.95,-0.67,-1
-0.67,-0.14,-1
-0.81,-0.54,-1
-0.8,-0.47,-1
0.89,-0.31,-1
-0.75,-0.96,-1
0.01,0.21,1
0.9,0.01,-1
-0.45,0.49,1
0.58,-0.72,-1
-0.09,0.17,1
0.57,0.02,-1
0.51,0.99,1
-0.28,-0.53,-1
-0.2,-0.49,-1
0.64,-0.89,-1
-0.63,0.78,1
-0.94,-0.34,-1
-0.89,0.49,-1
-0.66,-0.82,-1
-0.46,0.73,1
-0.01,-0.32,-1
-0.11,-0.75,-1
-0.79,-0.31,-1
-0.58,0.17,-1
-0.28,-0.86,-1
0.14,0.45,1
-0.64,0.49,1
0.62,-0.45,-1
0.77,0.09,-1
-0.02,0.73,1
0.05,0.29,1
0.91,0.43,-1
0.43,-0.44,-1
-0.34,0.52,1
-0.72,-0.75,-1
-0.82,-0.53,-1
-0.29,-0.63,-1
0.46,-0.67,-1
-0.43,-0.6,-1
-0.18,0.63,1
0.45,0.52,1
-0.76,-0.99,-1
-0.12,0.99,1
-0.7,0.06,-1
0.84,-0.29,-1
0.76,0.4,-1
-0.08,-0.69,-1
0.75,-0.25,-1
0.35,0.3,1
0.95,-0.49,-1
-0.65,0.39,1
0.19,0.92,1
0.9,0.56,-1
0.77,0.31,-1
-0.56,0.95,1
0.45,-0.38,-1
-1,-0.89,-1
0.08,0.13,1
0.22,0.83,1
0.16,0.09,1
0.38,0.24,-1
-0.59,-0.55,-1
-0.29,-0.28,-1
-0.84,0.25,-1
-0.43,-0.6,-1
0.49,-0.22,-1
-0.58,-0.32,-1
-0.61,0.45,1
-0.32,0.02,1
-0.82,-0.76,-1
0.97,-0.47,-1
0.79,0.9,1
-0.15,0.17,1
0,0.96,1
-0.17,-0.67,-1
0.43,0.47,1
0.06,0.51,1
0.7,-0.28,-1
0.76,-0.63,-1
0,0.56,1
0.37,-0.66,-1
0.39,0.45,1
-0.75,-0.37,-1
0.78,-0.54,-1
0.67,-0.86,-1
-0.09,0.33,1
0.34,-0.58,-1
0.84,0.89,1
-0.01,-0.67,-1
0.89,0.82,1
-0.32,0.25,1
-0.51,-0.04,-1
0.31,-0.15,-1
0.53,-0.18,-1
0.41,0.46,1
-0.5,-0.4,-1
-0.2,-0.77,-1
0.62,0.53,1
-0.91,0.74,-1
0.02,0.12,1
0.15,0.32,1
0.71,-0.62,-1
0.94,-0.59,-1
0.53,0.06,-1
-0.65,0.68,1
-0.44,-0.05,-1
0.78,-1,-1
0.27,0.28,1
0.03,-0.18,-1
-0.88,-0.28,-1
0.25,-0.42,-1
-0.63,0.51,1
-0.36,-0.04,-1
-0.43,0.68,1
0.61,1,1
-0.58,0.23,-1
0.01,0.9,1
-0.56,0.23,1
0,-0.67,-1
0.44,-0.48,-1
-0.9,0.9,1
-0.64,-0.6,-1
0.3,-0.08,-1
-0.23,-0.88,-1
-0.74,0.39,-1
0.19,-0.66,-1
-0.33,-0.91,-1
-0.73,-0.76,-1
-0.2,-0.19,-1
-0.08,0.91,1
0.87,0.03,-1
-0.54,0.09,-1
0.98,0.69,-1
-0.72,-0.59,-1
-0.86,0.53,-1
0.06,-0.82,-1
0.8,-0.19,-1
0.02,-0.79,-1
-0.93,-0.96,-1
-0.24,-0.46,-1
-0.97,-0.48,-1
0.7,0.18,-1
0.52,0.58,1
-0.1,-0.88,-1
0.75,0.7,1
-0.17,0.86,1
-0.1,0.53,1
-0.37,-0.13,-1
-0.07,0.99,1
-0.2,-0.29,-1
-0.05,-0.05,1
0.42,0.46,1
-0.25,0.81,1
-1,0.73,-1
0.74,0.14,-1
0.19,0.79,1
0.22,-0.9,-1
0.04,-0.91,-1
-0.4,0.65,1
0.21,0.05,1
-0.9,-0.33,-1
0.22,-0.29,-1
-0.49,0.77,1
-0.85,-0.13,-1
0.71,-0.51,-1
0.03,0.1,1
0.81,0.69,1
0.73,0.33,-1
0.29,-0.27,-1
-0.69,-0.28,-1
0.64,-0.05,-1
0.1,-0.03,1
-0.92,-0.49,-1
0.29,-0.27,-1
-0.56,-0.67,-1
0.42,-0.98,-1
0.85,0.59,-1
-0.22,0.17,1
-0.57,-0.79,-1
-0.72,-0.89,-1
0.03,0.46,1
-0.16,-0.98,-1
-0.05,-0.62,-1
-0.34,0.16,-1
-0.05,0.06,1
0.42,-0.98,-1
-0.42,0.77,1
-0.92,0.51,-1
0.93,-0.57,-1
0.6,-0.98,-1
0.78,0.59,-1
-0.57,0.52,1
0.92,-0.22,-1
-0.45,0.01,-1
-0.96,-0.49,-1
-0.77,1,1
0.25,-0.14,-1
0.88,-0.19,-1
-0.64,0.09,-1
0.25,-1,-1
-0.78,0.51,-1
-1,-0.6,-1
0.54,-0.62,-1
0.38,0.09,1
0.26,-0.59,-1
0.43,0,-1
0.06,-0.12,-1
0.02,-0.07,-1
-0.4,0.48,1
0.56,-0.83,-1
-0.62,0.07,-1
0.67,-0.56,-1
-0.88,-0.84,-1
0.33,-0.51,-1
-0.32,0.72,1
-0.81,-0.56,-1
0.61,0.73,1
-0.64,0.88,1
0.53,0.94,1
-0.55,-0.74,-1
-0.73,-0.28,-1
-0.85,0.26,-1
0.7,-0.46,-1
0.67,0.05,-1
0.35,0.08,-1
-0.69,0.13,-1
0.42,0.05,-1
0.9,0.01,-1
1,0.6,-1
0.32,-0.85,-1
-0.63,-0.28,-1
-0.54,0.76,1
0.38,0.2,1
0.4,0.41,1
0.24,-0.99,-1
0.37,0.1,-1
-0.93,-0.3,-1
-0.87,-0.12,-1
0.81,-0.24,-1
0.48,-0.05,-1
0.08,0.98,1
0.83,-0.09,-1
1,-0.47,-1
-0.32,0.98,1
-0.15,0.12,-1
-0.99,-0.45,-1
0.22,0.76,1
-0.41,0.42,1
-0.34,-0.01,-1
0.5,0.55,1
-0.3,-0.58,-1
0.53,-0.05,-1
-0.08,-0.57,-1
0.69,0.3,-1
0.41,-0.07,-1
-0.75,-0.88,-1
0.52,-0.71,-1
-0.94,0.44,-1
0.19,0.56,1
0.27,-0.67,-1
0.17,-0.44,-1
0.33,0.89,1
0.49,-0.35,-1
-0.66,-0.66,-1
0.06,0.27,1
0.36,0.28,1
0.38,0.99,1
-0.44,0.96,1
0.29,0.81,1
0.96,-0.51,-1
-0.99,0.94,1
0.41,-0.67,-1
-0.66,-0.44,-1
0.56,0.92,1
-0.98,-0.18,-1
0.33,-0.02,-1
0.16,-0.98,-1
0.06,0.7,1
-0.27,-0.56,-1
0.64,0.78,1
0.89,0.28,-1
0.91,-0.74,-1
-0.15,0.34,1
-0.76,0.67,-1
0.63,-0.36,-1
-0.76,0.52,-1
0.8,0.18,-1
-0.87,-0.85,-1
-0.19,-0.87,-1
-0.04,0.73,1
-0.08,0.26,1
-0.06,-0.35,-1
0.48,0.99,1
-0.27,0.93,1
-0.2,0.97,1
0.27,-0.09,-1
-0.99,0.45,-1
-0.77,-0.93,-1
0.62,0.02,-1
0.61,-0.5,-1
-0.81,-0.08,-1
0.85,0.4,-1
0.76,0.75,1
0.98,0.48,-1
0.59,-0.49,-1
-0.14,0.84,1
0.1,0.9,1
-0.03,0.28,1
0.94,0.43,-1
-0.26,-1,-1
0.79,-0.5,-1
0.16,0.27,1
0.08,0.57,1
-0.19,-0.61,-1
0.01,0.8,1
-0.16,-0.96,-1
0.51,-0.25,-1
-0.46,-0.22,-1
-0.56,0.91,1
0.85,-0.73,-1
-0.79,-0.34,-1
0.35,0.69,1
-0.17,0.12,1
0.39,0.95,1
0.14,-0.09,-1
-0.85,0.53,-1
-0.96,0.32,-1
-0.33,0.17,-1
-0.95,-0.06,-1
0.37,0.16,1
0.14,0.39,1
-0.55,0.85,1
-0.45,0.48,1
-0.62,0.8,1
-0.92,0.17,-1
-0.03,0.14,1
-0.57,-0.79,-1
-0.6,0.74,1
-0.17,0.3,1
0.19,-0.49,-1
0.99,-0.06,-1
-0.67,0.82,1
0.87,0.26,-1
-0.02,-0.72,-1
0.62,-0.73,-1
